Name,SMILES,Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds
,O=C(N[C@H]1CCO[C@H]1c1ncn[nH]1)c1ccncc1F,Z2765640432,1186474-R-063,E03,277.254,-0.923,2,92.790,3
,COC1(C(=O)O)CCN(C(=O)c2cc(C)c(F)c(C)c2)C1,Z2680267803,1186474-R-063,E04,295.306,1.764,1,66.840,3
,CCc1ccc(C2CN(C(C(=O)O)c3cccc(OC)c3)CCO2)cc1,Z2790694028,1186474-R-063,E05,355.428,2.451,1,59.000,6
,O=C(Nc1ccncc1)N1CCCCC1c1ccccc1,Z1686866084,1186474-R-063,E06,281.352,2.883,1,45.230,2
,CC(=O)N(CC(=O)O)CC1CN(C(=O)Cc2c(C)nn(C)c2C)CCO1,Z1762713212,1186474-R-063,E07,366.412,-0.200,1,104.970,6
,CCn1cc(C(=O)N2CCOC(CN(CC(=O)O)C(C)=O)C2)cn1,Z1762713312,1186474-R-063,E08,338.359,-0.293,1,104.970,6
,COc1ccccc1CC1CCN(C(=O)c2cncc(C)c2O)CC1,Z1614046828,1186474-R-063,E09,340.416,3.373,1,62.660,4
,CNC(=O)C1CCCN1S(=O)(=O)Cc1ccc(C(=O)O)cc1,Z608768462,1186474-R-063,E10,326.368,0.922,2,103.780,4
,O=C(O)C1(C(=O)Nc2ccc(OCc3cccc(F)c3)c(F)c2)CC1,Z1634931251,1186474-R-063,E11,347.313,3.209,2,75.630,6
,Cc1nn(C)cc1CC(=O)N(C)C[C@H]1OCC[C@H]1c1ncn[nH]1,Z2764118159,1186474-R-063,F02,318.374,-0.883,1,88.930,5
,Cc1n[nH]c([C@@H]2CCO[C@@H]2CN(C)C(=O)c2cccnc2C2CC2)n1,Z2764102586,1186474-R-063,F03,341.408,0.496,1,84.000,5
,CC1(C(=O)O)CCCN1CC(=O)Nc1cccc(Cl)c1,Z1224477378,1186474-R-063,F04,296.749,3.205,2,69.640,4
,O=C(Nc1ccncc1)N1CCCC1c1cccc2ccccc12,Z813108086,1186474-R-063,F05,317.384,3.498,1,45.230,2
,Cc1cc(C(=O)N[C@H]2CCOC[C@H]2Nc2ccncn2)ccn1,Z2766228627,1186474-R-063,F06,313.354,0.793,2,89.030,4
,COc1ccc(F)cc1C(=O)NC[C@@H]1CCO[C@@H]1c1ncn[nH]1,Z2765577865,1186474-R-063,F07,320.319,0.229,2,89.130,5
,O=C(O)CCC1CCCN(C(=O)c2cccc(-c3ncn[nH]3)c2)C1,Z2295662922,1186474-R-063,F08,328.366,1.191,2,99.180,5
,O=C(O)[C@@H]1CCCN(S(=O)(=O)c2cccc(F)c2F)C1,Z1739152047,1186474-R-063,F09,305.298,1.956,1,74.680,2
,COCC1=CCN(C(=O)Nc2cc(C(F)(F)F)c[nH]c2=O)CC1,Z1731370720,1186474-R-063,F10,331.290,-0.189,2,70.670,4
,Cn1cc(O[C@@H]2COC[C@@H]2NC(=O)c2cnn3ncccc23)cn1,Z2395104541,1186474-R-063,F11,328.326,1.103,1,95.570,4
,Cc1noc(C2CCCN(C(=O)NCCc3csc4ccccc34)C2)n1,Z953945800,1186474-R-063,G02,370.469,3.157,1,71.260,4
,Cc1cc(C(=O)N(C)C[C@H]2OCC[C@H]2c2nc(C)n[nH]2)c2nccn2c1,Z2764096092,1186474-R-063,G03,354.406,0.662,1,88.410,4
,Cc1ccc(C#N)cc1S(=O)(=O)N1CCOCC1C(=O)O,Z1263730926,1186474-R-063,G04,310.326,0.903,1,107.700,2
,C[C@@H]1[C@@H](c2cccc(Cl)c2)OCCN1C(=O)NCc1nnc2n1CCOC2,Z2601901557,1186474-R-063,G05,391.852,0.192,1,81.510,3
,O=C(O)C(c1ccccc1)N1CCN(Cc2cc3ccccc3[nH]2)CC1,Z2721902676,1186474-R-063,G06,349.426,2.219,2,59.570,5
,Cc1c(C(=O)Nc2ccc(OC(C)C(=O)O)c(F)c2)cnn1C1CCOCC1,Z2755518166,1186474-R-063,G07,391.393,0.290,2,102.680,6
,CN(C)C(=O)CC1(O)CCCN(Cc2cc3ccccc3nc2O)C1,Z2383830398,1186474-R-063,G08,343.420,1.788,2,76.900,4
,CCOc1cc(C(=O)N2C3CCC2CC2(C3)CC2(F)F)ccc1OCC(=O)O,Z2755485957,1186474-R-063,G09,395.397,1.529,1,76.070,6
,COc1ccccc1CC(C)CC(=O)N1CCC(C(=O)O)CC1,Z1443602695,1186474-R-063,G10,319.395,1.258,1,66.840,6
,Cn1cnnc1[C@@H]1C[C@@H](O)[C@@H](CNc2ncc(C#N)cc2Cl)C1,Z2761515859,1186474-R-063,G11,332.788,0.105,2,99.650,4
,Cc1nn(C(C)C)cc1C(=O)NCc1c(C(=O)O)sc2ccccc12,Z2506964352,1186474-R-063,H02,357.427,2.956,2,84.220,5
,Cc1csc(C2CN(C(=O)NC3COc4c(C)cccc4C3)CCO2)n1,Z2187647841,1186474-R-063,H03,373.469,2.863,1,63.690,2
,COc1cccc(C2CN(C(C(=O)O)c3cccc(Cl)c3)CCO2)c1,Z2482969783,1186474-R-063,H04,361.819,2.136,1,59.000,5
,FC(F)(F)c1cnc(N2CCCC2c2nc3cc(Cl)ccc3[nH]2)s1,Z1840325261,1186474-R-063,H05,372.796,4.096,1,44.810,3
,CC(=O)N(CC(=O)O)CC1CN(C(=O)Cc2ccsc2)CCO1,Z1762712793,1186474-R-063,H06,340.395,0.893,1,87.150,6
,COc1ccc(S(=O)(=O)N2CCCN(C(CC(C)C)C(=O)O)CC2)cc1,Z2722335307,1186474-R-063,H07,384.490,1.855,1,87.150,6
,CCc1cncc(C(=O)N2CC(N3CC(c4nc(C)no4)CC3=O)C2)c1,Z2764214878,1186474-R-063,H08,355.391,-0.548,0,92.430,4
,CC1CCCC(C(=O)NC2CC(C(=O)O)c3ccccc32)C1,Z2489747338,1186474-R-063,H09,301.380,3.243,2,66.400,3
,O=C1NC2c3ccccc3OC3(CCOCC23)N1Cc1cccs1,Z3305558948,1186474-R-063,H10,342.412,1.904,1,50.800,2
,CC1=C(C(=O)NC[C@H]2C[C@H](c3nncn3C)C[C@H]2O)CCC(C)(C)C1,Z2764064747,1186474-R-063,H11,346.467,1.215,2,80.040,4
,CCn1cncc1S(=O)(=O)N[C@@H]1Cc2ccccc2[C@H]1N,Z2996036493,1186474-R-064,A02,306.383,1.553,2,90.010,3
,CC(C)CC(=O)NC1CCOC2(C1)CC(C(=O)O)C2,Z2911843442,1186474-R-064,A03,269.337,-0.633,2,75.630,4
,N[C@@H]1c2ccccc2C[C@H]1NC(=O)C1(N)Cc2ccccc2C1,Z3137003833,1186474-R-064,A04,307.390,1.518,3,81.140,2
,CCn1ncc(NC(=O)C2(N)CCc3c(OC)cccc32)c1C,Z3134028865,1186474-R-064,A05,314.382,0.829,2,82.170,4
,O=C(CC1CCCCC1)NC1CCOC2(C1)CC(C(=O)O)C2,Z2911843227,1186474-R-064,A06,309.401,0.560,2,75.630,4
,O=C(O)c1ccc2c(c1)C(CNCc1cncnc1)CCC2,Z2897528310,1186474-R-064,A07,297.352,-0.311,2,75.110,5
,Cc1cc(CNC(=O)N2C[C@@H]3CC[C@]3(N)C2)cc(C)n1,Z3045963946,1186474-R-064,A08,274.361,1.311,2,71.250,2
,CCOC(CC(=O)N1CCC(CN)(c2ccccc2)CC1)C(C)C,Z3136901330,1186474-R-064,A09,332.480,2.464,1,55.560,7
,CC(C)c1nnc(CNC(=O)C2NCCOc3ccccc32)n1C,Z3105641094,1186474-R-064,A10,329.397,0.319,2,81.070,4
,CNCc1ccccc1CNC(=O)[C@]12CNC[C@H]1CCOC2,Z3132016564,1186474-R-064,A11,303.399,0.802,3,62.390,5
,COc1ccc(-c2noc([C@]34CNC[C@H]3CCOC4)n2)c(OC)c1,Z2983323996,1186474-R-064,B02,331.366,0.079,1,78.640,4
,CCn1cc(Cl)c(NC(=O)C2NCCOc3ccccc32)n1,Z3134378294,1186474-R-064,B03,320.774,1.135,2,68.180,3
,CCc1cc(C)c(C(=O)N2C[C@H]3COC[C@@]3(c3nnc(C)o3)C2)o1,Z2768589434,1186474-R-064,B04,331.366,-0.489,0,81.600,3
,CC(C)COC(C)C(=O)N1CCC(CN)(c2ccccc2)CC1,Z3136904842,1186474-R-064,B05,318.454,2.260,1,55.560,6
,CC(C)(CNC(=O)N[C@H]1C[C@H](c2ccccc2F)C1)C1=CCOCC1,Z3103881496,1186474-R-064,B06,346.439,3.210,2,50.360,5
,CC(C)(O)CC(=O)N1CCOc2ccccc2C1C(=O)O,Z2912213112,1186474-R-064,B07,293.315,1.421,2,87.070,3
,COc1cccc(C(C(=O)O)N2CCOC(c3cnn(C)c3)C2)c1,Z2790693508,1186474-R-064,B08,331.366,-0.462,1,76.820,5
,N[C@@H]1C[C@@H]2CC(C(=O)NCc3ccnc(-c4ccccc4)c3)C[C@@H]21,Z3133159012,1186474-R-064,B09,321.416,1.350,2,68.010,4
,COc1cccc2c1CCC2(N)C(=O)NC1CC2(C1)CC2(F)F,Z3132565694,1186474-R-064,B10,322.350,1.074,2,64.350,3
,CC(C)c1[nH]ncc1C(=O)N1C[C@@H]2COC[C@]2(C(=O)O)C1,Z2596767731,1186474-R-064,B11,293.318,1.268,2,95.520,3
,NC1CC12CCC(NC(=O)Cc1ccn(CC(F)(F)F)n1)CC2,Z3140533528,1186474-R-064,C02,330.349,-0.314,2,72.940,5
,CCN(Cc1ccccn1)C(=O)C1NCCOc2ccccc21,Z3103534172,1186474-R-064,C03,311.378,1.575,1,54.460,4
,CCc1onc(C)c1CN1CCOc2ccccc2C1C(=O)O,Z2996683935,1186474-R-064,C04,316.352,2.238,1,75.800,4
,NC12CCCC1CN(C(=O)C1CC3(C1)CC3(F)F)C2,Z2656726749,1186474-R-064,C05,270.318,0.874,1,46.330,1
,CCCC(=O)N1CCCC(c2cc(N3CCNCC3)[nH]n2)C1,Z2607453291,1186474-R-064,C06,305.418,0.426,2,64.260,4
,Cc1noc(C)c1C(=O)NCc1cc(OC2CCNC2)ccn1,Z2385159522,1186474-R-064,C07,316.355,-0.004,2,89.280,5
,N[C@]12CC[C@H]1CN(C(=O)NCc1ccc3cccnc3c1)C2,Z3046093739,1186474-R-064,C08,296.367,1.697,2,71.250,2
,Cc1cnc(C(=O)NC[C@@]23CNC[C@]2(C(F)(F)F)C3)c(C)c1,Z3140257157,1186474-R-064,C09,313.318,1.523,2,54.020,4
,O=C(O)C1c2ccccc2OCCN1CCC1(O)CCC1,Z2996683692,1186474-R-064,C10,291.342,0.494,2,70.000,4
,COc1ccccc1C1(c2noc(C3C[C@@H]4C[C@H](N)[C@@H]4C3)n2)CC1,Z2998043233,1186474-R-064,C11,325.405,2.072,1,74.170,4
,COc1cccc2c1CCC2(N)C(=O)N(C)CC1CCOCC1,Z3128715955,1186474-R-064,D02,318.411,1.142,1,64.790,4
,O=C(O)C1c2ccccc2OCCN1Cc1noc(C2CCC2)n1,Z2996683871,1186474-R-064,D03,329.350,1.916,1,88.690,4
,O=C(O)C1c2ccccc2OCCN1Cc1nc(C2CCC2)no1,Z2996683860,1186474-R-064,D04,329.350,1.916,1,88.690,4
,O=C(N1CCc2cc(F)c(F)cc2C1)[C@]12CNC[C@H]1CCOC2,Z3134244147,1186474-R-064,D05,322.350,2.214,1,41.570,1
,NC1(CC(=O)N2CCCC(c3cc(N4CCNCC4)[nH]n3)C2)CC1,Z2607455309,1186474-R-064,D06,332.444,-0.309,3,90.280,4
,COc1cccc2c1CCC2(N)C(=O)N(C)Cc1cn(C)nn1,Z3132441937,1186474-R-064,D07,315.370,-0.132,1,86.270,4
,CCOC(CC)C(=O)N1CCC(CN)(c2ccccc2)CC1,Z3136903840,1186474-R-064,D08,304.427,1.861,1,55.560,6
,Cn1ncc(C2CC2)c1CNC(=O)C1C[C@@H]2C[C@H](N)[C@@H]2C1,Z3132394106,1186474-R-064,D09,288.388,-0.473,2,72.940,4
,O=C(NCCc1cccnc1)C1CCCN1C(=O)Cc1cccs1,Z808832162,1186474-R-064,D10,343.443,1.330,1,62.300,6
,NC(=O)C1(C(=O)N[C@@H]2Cc3ccccc3[C@H]2N)CC1,Z3137000932,1186474-R-064,D11,259.304,-0.266,3,98.210,3
,O=C(O)C1c2ccccc2OCCN1C(=O)C1CCC(F)(F)CC1,Z2912210679,1186474-R-064,E02,339.334,2.226,1,66.840,2
,O=C(NC1CCCCC1)[C@]12CNC[C@H]1CCOC2,Z3018962102,1186474-R-064,E03,252.353,1.767,2,50.360,2
,CC(C)CNC(=O)N1CCCC(c2cc(N3CCNCC3)[nH]n2)C1,Z2609802759,1186474-R-064,E04,334.460,1.385,3,76.290,4
,Cc1cc(F)c(CNC(=O)[C@]23CNC[C@H]2CCOC3)c(F)c1,Z3136395705,1186474-R-064,E05,310.339,2.269,2,50.360,3
,CC1CCN(C(=O)[C@]23CNC[C@H]2CCOC3)CC1,Z3019019281,1186474-R-064,E06,252.353,1.857,1,41.570,1
,N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1ccc(=O)n(C2CC2)c1,Z3136991475,1186474-R-064,E07,309.362,0.875,2,75.430,3
,COc1cccc2c1CCC2(N)C(=O)N(C)Cc1ccn(C)n1,Z3140095537,1186474-R-064,E08,314.382,0.655,1,73.380,4
,CCSC1CCCCN(C(=O)C2CN3CCCC3CO2)C1,Z2732687768,1186474-R-064,E09,312.471,2.766,0,32.780,3
,COc1cccc(CNC(=O)N2C[C@@H]3CC[C@]3(N)C2)c1C,Z3046028852,1186474-R-064,E10,289.373,2.178,2,67.590,3
,N[C@@H]1C[C@H](C(=O)NCc2nccc3c2CCCC3)[C@H]2C[C@H]21,Z3134724232,1186474-R-064,E11,285.384,1.023,2,68.010,3
,CC(C)c1[nH]ccc1C(=O)N[C@@H]1C[C@@H]2CC(C(=O)O)C[C@@H]21,Z3173477009,1186474-R-064,F02,290.357,0.779,3,82.190,4
,Cn1cnc2cc(-c3noc([C@]45CNC[C@H]4COC5)n3)ccc21,Z2476650372,1186474-R-064,F03,311.338,-0.099,1,78.000,2
,CC1(CNC(=O)[C@]23CNC[C@H]2CCOC3)CCC1,Z3101934016,1186474-R-064,F04,252.353,1.787,2,50.360,3
,COc1c(Cl)cccc1CNC(=O)N1C[C@@H]2CC[C@]2(N)C1,Z3046631006,1186474-R-064,F05,309.791,2.352,2,67.590,3
,CCN(C1CC1)S(=O)(=O)N1C[C@@H](N)[C@H](c2cn(C)cn2)C1,Z3278071573,1186474-R-064,F06,313.419,-0.687,1,84.460,3
,CC1(C)CCN(C(=O)NC[C@@]23CNC[C@]2(C(F)(F)F)C3)CC1,Z3047228629,1186474-R-064,F07,319.366,2.294,2,44.370,3
,Cn1ncc2ccc(-c3noc([C@]45CNC[C@H]4CCOC5)n3)cc21,Z2997935389,1186474-R-064,F08,325.365,0.038,1,78.000,2
,CC1(CNC(=O)[C@]23CNC[C@H]2CCOC3)CC(F)(F)C1,Z3134094580,1186474-R-064,F09,288.333,1.173,2,50.360,3
,CCOCc1ccccc1CNC(=O)N1C[C@@H]2CC[C@]2(N)C1,Z3044210827,1186474-R-064,F10,303.399,1.947,2,67.590,5
,CCn1c(CN2CCC(c3ccn(C)n3)CC2)nc2cc(C(=O)O)ccc21,Z2899139988,1186474-R-064,F11,367.445,0.178,1,76.180,5
,Cn1ncc(C2CC2)c1CNC(=O)C1NCC12CCCC2,Z2606432417,1186474-R-064,G02,288.388,0.940,2,58.950,4
,O=C(O)C1c2ccccc2OCCN1C(=O)Cn1cc(Cl)cn1,Z2912213460,1186474-R-064,G03,335.742,2.341,1,84.660,3
,c1cc(-c2noc(C3CNCC34CCCCC4)n2)ncn1,Z3278111896,1186474-R-064,G04,285.344,0.977,1,76.730,2
,COc1cnccc1-c1noc(C2CNCC23CCCCC3)n1,Z3278109163,1186474-R-064,G05,314.382,1.599,1,73.070,3
,CC(C)n1nccc1CNCC1CCCc2ccc(C(=O)O)cc21,Z2897527829,1186474-R-064,G06,327.421,1.096,2,67.150,6
,CN1C2CCCC1CC(Nc1nnc(C3CC3)o1)C2,Z2528114635,1186474-R-064,G07,262.351,1.195,1,54.190,3
,Cc1ccncc1CNC(=O)N1CC(N)C2(CCC2)C1,Z3045772150,1186474-R-064,G08,274.361,1.321,2,71.250,2
,CC1CCC(C)(CNC(=O)N2C[C@@H](N)[C@H](c3cn(C)cn3)C2)CC1,Z3045592256,1186474-R-064,G09,333.472,2.014,2,76.180,3
,N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cccn(C2CC2)c1=O,Z3136989533,1186474-R-064,G10,309.362,0.875,2,75.430,3
,CNC(=O)C1(C(=O)N[C@@H]2Cc3ccccc3[C@H]2N)CC1,Z3136998766,1186474-R-064,G11,273.330,0.000,3,84.220,3
,CC1(C(=O)N2CC[C@]3(C(=O)O)CCC[C@H]23)CC=CC1,Z2911618828,1186474-R-064,H02,263.332,1.359,1,57.610,2
,O=C(O)C1c2ccccc2OCCN1C(=O)C1CCC1,Z2912212336,1186474-R-064,H03,275.300,1.722,1,66.840,2
,Cc1cc(NC(=O)C2NCCOc3ccccc32)cnc1C,Z3134240999,1186474-R-064,H04,297.352,2.441,2,63.250,2
,COC1CC(C(=O)N2CCOc3ccccc3C2C(=O)O)C1,Z2912214537,1186474-R-064,H05,305.326,2.519,1,76.070,3
,CC(=O)N1CCN(C(=O)[C@]23CNC[C@H]2CCOC3)CC1,Z3018687139,1186474-R-064,H06,281.351,0.125,1,61.880,1
,Cc1nc2ccccn2c1CNC(=O)[C@]12CNC[C@H]1CCOC2,Z3137897562,1186474-R-064,H07,314.382,0.967,2,67.660,3
,CNCc1ccccc1CNC(=O)C1(N)CCc2c(OC)cccc21,Z3132017271,1186474-R-064,H08,339.431,1.660,3,76.380,6
,N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1conc1C1CCCC1,Z3136989384,1186474-R-064,H09,311.378,1.994,2,81.150,3
,N[C@]12CC[C@H]1CN(C(=O)C1CC3(C1)CC3(F)F)C2,Z3141420981,1186474-R-064,H10,256.292,0.315,1,46.330,1
,N[C@@H]1C[C@H](C(=O)NCc2ccnc(-c3ccccc3)c2)[C@H]2C[C@H]21,Z3133159005,1186474-R-064,H11,307.390,1.549,2,68.010,4
,CN(C)c1nnc(CNC(=O)N2CCCC(O)(C3CC3)C2)[nH]1,Z2823630519,1186474-R-065,A02,308.379,0.181,3,97.380,4
,Cc1cccc(C(=O)Nc2cnn(C(C)(C)C(=O)O)c2)n1,Z1991855416,1186474-R-065,A03,288.302,1.226,2,97.110,4
,C[C@@H](NC(=O)N1CCOC(CN(C)CC(=O)O)C1)C1CCCc2ccccc21,Z2353362639,1186474-R-065,A04,389.489,1.306,2,82.110,6
,CCNc1ccc(Cl)cc1C(=O)N1CCCC(CNS(N)(=O)=O)C1,Z1950006018,1186474-R-065,A05,374.886,1.222,3,104.530,5
,O=C(Cc1ccccc1)N1CCN(C(=O)c2cn(Cc3ccccc3)nn2)CC1,Z421659684,1186474-R-065,A06,389.450,1.964,0,71.330,5
,Cn1nccc1CNC(=O)N1CCN(Cc2cscn2)CC1,Z813530552,1186474-R-065,A07,320.413,0.117,1,66.290,4
,COc1coc(C(=O)N(C)C[C@@H]2CCCN(C)[C@H]2c2ccnn2C)cc1=O,Z2062303410,1186474-R-065,A08,374.434,-0.859,0,76.900,5
,N[C@@H]1CN(C(=O)[C@@H]2C[C@]23CCOc2ccccc23)C[C@H]1c1ccccc1F,Z2378762491,1186474-R-065,A09,366.429,2.294,1,55.560,2
,C[C@H](NC(=O)Cn1cnnn1)C(=O)N1CCCC1,Z1985261580,1186474-R-065,A10,252.273,-0.653,1,93.010,4
,CCC(C)Oc1cc(C(=O)N2CCCCC2c2nnc[nH]2)ccn1,Z2284435823,1186474-R-065,A11,329.397,1.980,1,84.000,5
,O=C(O)C1CCCCCN1C(=O)c1ncnc2[nH]ccc12,Z2656158225,1186474-R-065,B02,288.302,0.933,2,99.180,2
,Cc1cc(C(=O)N2CCc3c(cccc3C(=O)O)C2)n[nH]1,Z1665311045,1186474-R-065,B03,285.298,1.828,2,86.290,2
,CCC(CC)(CNC(=O)C1CCOC1)C(=O)O,Z1495966062,1186474-R-065,B04,243.299,1.012,2,75.630,6
,O=C(NCCN1CCCS1(=O)=O)N1CCCN(c2nccs2)CC1,Z954130550,1186474-R-065,B05,373.494,0.511,1,85.850,4
,CS(=O)(=O)NCC1COCCN1C(=O)Nc1cnc(-c2ccccc2)nc1,Z2708808873,1186474-R-065,B06,391.445,1.403,2,113.520,4
,COc1cnccc1C(C)NC(=O)N1CC(Cc2ccc(C)cc2)C1,Z2616307701,1186474-R-065,B07,339.431,2.939,1,54.460,5
,NC1CCOC(C2CCN(C(=O)c3cc(-c4ccccc4)ns3)CC2)C1,Z2378748482,1186474-R-065,B08,371.496,1.033,1,68.450,3
,CCC(C)Oc1cc(C(=O)N2CCC[C@@H]2c2csc(C)n2)ccn1,Z1725253073,1186474-R-065,B09,345.459,3.302,0,55.320,5
,Cc1ncc(CN(C)C(=O)NCc2ncnn2C(C)(C)C)s1,Z2000618951,1186474-R-065,B10,322.429,-0.101,1,75.940,5
,Cc1noc(CCNC(=O)N2CCCC(Cc3noc(C)n3)C2)n1,Z1117331330,1186474-R-065,B11,334.374,-0.563,1,110.180,5
,CN(C)c1nnc(CNC(=O)N2CC[C@@H](O)[C@H](C3CCCC3)C2)[nH]1,Z2823629373,1186474-R-065,C02,336.433,0.323,3,97.380,4
,O=C(c1nccc2ccccc12)N1CCC(Cc2ncc[nH]2)CC1,Z2143594095,1186474-R-065,C03,320.388,1.409,1,61.880,3
,CC(C)(C)CCC(NC(=O)Cc1cn2ccccc2n1)C(=O)O,Z2259466900,1186474-R-065,C04,317.383,2.735,2,83.700,7
,NS(=O)(=O)C1CCCN(C(=O)c2ccncc2F)C1,Z1251273836,1186474-R-065,C05,287.311,-0.744,1,93.360,2
,COc1ccc(S(=O)(=O)N2CCCCC2C(=O)O)c(C)c1F,Z1738937652,1186474-R-065,C06,331.360,2.842,1,83.910,3
,COc1ccc(S(=O)(=O)N[C@@H](C)C(=O)O)c(C)c1F,Z1738256262,1186474-R-065,C07,291.296,1.915,2,92.700,4
,CCOCCC(=O)N1CCN(c2ccc(C#N)cn2)CC1,Z1096239801,1186474-R-065,C08,288.345,0.917,0,69.460,5
,COc1ccc2[nH]cc(C3CCN(C(=O)c4ccncc4F)CC3)c2c1,Z1256187504,1186474-R-065,C09,353.390,2.298,1,58.220,3
,CC(=O)N(C)C1CCN(C(=O)Cc2ccccc2C(=O)O)CC1,Z1609480151,1186474-R-065,C10,318.368,-0.433,1,77.920,4
,COc1ccc2[nH]cc(CC(=O)N3CCC(NC(N)=O)CC3)c2c1,Z1331551971,1186474-R-065,C11,330.382,-0.367,3,100.450,4
,Cc1cc(C)cc(C2CCN(C(=O)NCCc3nnnn3C)C2)c1,Z1653049272,1186474-R-065,D02,328.412,1.836,1,75.940,4
,CCCNC(=O)CN1CCC(NC(=O)c2cscn2)CC1,Z1101660214,1186474-R-065,D03,310.415,0.702,2,74.330,6
,CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1nnn(C(C)C)c1C)C2,Z2762366350,1186474-R-065,D04,335.401,-0.007,1,89.350,3
,COc1cccc(C2CC(O)CN2C(=O)c2ccc3nc(C)oc3c2)c1,Z2004612326,1186474-R-065,D05,352.384,1.973,1,75.800,3
,COc1ccccc1CC(C)N(C)C(=O)c1cccc(C(=O)O)c1,Z1263662811,1186474-R-065,D06,327.374,2.940,1,66.840,6
,CC(C)(C)n1nnc(CC(=O)N2CCCc3ccc(Cl)c(F)c32)n1,Z2673667736,1186474-R-065,D07,351.806,3.073,0,63.910,3
,CC(C)n1nccc1[C@@H]1OCCC[C@H]1C(=O)NCc1ccno1,Z2057302550,1186474-R-065,D08,318.371,-0.008,1,82.180,5
,COc1ccc2c(c1)OCCN(C(=O)c1cn(C)nc1C1CCOC1)C2,Z2020373304,1186474-R-065,D09,357.404,1.006,0,65.820,3
,Cn1ccc(C(=O)N2CCCC(n3cnc(C(N)=O)n3)C2)c1,Z1753119541,1186474-R-065,D10,302.332,-0.944,1,99.040,3
,Cc1nnc(C[C@@H]2CC[C@H](NC(=O)Cc3ccncc3Cl)C2)o1,Z2766464528,1186474-R-065,D11,334.801,-0.110,1,80.910,5
,COc1ncccc1NC(=O)N1C[C@@H](OC)[C@H](c2c[nH]nn2)C1,Z2615055145,1186474-R-065,E02,318.331,0.299,2,105.260,4
,O=C(NC(C(=O)O)C1CCCOC1)c1cccc(-n2ccnn2)c1,Z1870343173,1186474-R-065,E03,330.339,0.723,2,106.340,5
,CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1cccn1C1CC1)C2,Z2766523452,1186474-R-065,E04,317.383,0.939,1,63.570,3
,O=C(NC1CCN(CCc2ccccc2)CC1)N1CCN(C2CC2)C(=O)C1,Z1335706184,1186474-R-065,E05,370.489,2.728,1,55.890,5
,CC1(CCc2ccccc2)CCN(Cc2ccc(C(=O)O)cc2)C1,Z2295180346,1186474-R-065,E06,323.429,3.068,1,40.540,6
,CCCS(=O)(=O)N1CCCCC1C(=O)NCc1ccc(C(=O)O)cc1,Z928292168,1186474-R-065,E07,368.448,2.689,2,103.780,6
,O=C(c1cncnc1)N1CCN(Cc2cccnc2)CC1,Z1679953200,1186474-R-065,E08,283.328,-0.498,0,62.220,3
,O=C(CCc1ccccc1)N1CCC(NC(=O)C2(O)CCC2)CC1,Z1724711023,1186474-R-065,E09,330.421,0.330,2,69.640,5
,COc1cc(C)ccc1OCC(=O)N[C@@H]1Cc2ccccc2[C@H]1N,Z2931993491,1186474-R-065,E10,326.390,2.451,2,73.580,5
,COCc1n[nH]c([C@H]2CN(Cc3c(C)cnn3C)C[C@@H]2C2CC2)n1,Z2762144417,1186474-R-065,E11,330.428,0.520,1,71.860,6
,Cc1ccc(C)c(C(=O)N2CC(C(=O)O)CCC2C)c1,Z2357393819,1186474-R-065,F02,275.343,2.695,1,57.610,2
,CCn1ccnc1C1CCCCN1C(=O)NCc1nnc2ccccn12,Z1966334574,1186474-R-065,F03,353.422,0.669,1,80.350,4
,Cc1ccn(CC(=O)NC[C@@H]2OCCN(C)[C@H]2c2cncn2C)c(=O)c1,Z2382390800,1186474-R-065,F04,359.423,-0.364,1,79.700,5
,N#Cc1ccnc(NCC2(C(N)=O)CCOCC2)c1,Z2034474046,1186474-R-065,F05,260.292,-0.548,2,101.030,4
,CCC1(CC)C(OC)CC1N(C)C(=O)c1cc(C(=O)O)co1,Z1870489547,1186474-R-065,F06,309.358,3.285,1,79.980,6
,Cn1nnc(CN(Cc2cn3c(n2)CCCC3)S(C)(=O)=O)n1,Z2169387203,1186474-R-065,F07,325.390,-0.850,0,98.800,4
,Cn1cc(C(NC(=O)N2CCOC(CO)C2)C(F)(F)F)cn1,Z1893230061,1186474-R-065,F08,322.284,-0.505,2,79.620,4
,Cn1nccc1CNC(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,Z353436596,1186474-R-065,F09,367.369,2.664,1,53.400,4
,Cc1csc(C(=O)NCc2ccc(N3CCOC(C)C3)nc2)c1Cl,Z1838551296,1186474-R-065,F10,365.878,2.188,1,54.460,4
,Cc1nnc(C[C@@H]2CC[C@H](NC(=O)Cc3cc(F)ccc3F)C2)o1,Z2762305390,1186474-R-065,F11,335.348,0.876,1,68.020,5
,O=C(NCc1nnc2n1CCCCC2)C1CCN(c2cnccn2)CC1,Z338361068,1186474-R-065,G02,355.437,-0.927,1,88.830,4
,CS(=O)(=O)N(CC(=O)O)CC1CN(C(=O)c2ccnc(C3CC3)c2)CCO1,Z2295639181,1186474-R-065,G03,397.446,0.683,1,117.110,6
