Name,SMILES,Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds
,NC(=O)c1ncn2c(C(=O)N3CCCC4CCCC43)cc(-c3ccco3)nc12,Z1284773069,1186474-R-012,A04,379.412,2.192,1,106.730,3
,Cc1c(C(=O)N2CCCC(c3ccnc(N)n3)C2)cnn1C1CCOCC1,Z2075865383,1186474-R-012,A05,370.449,-0.804,1,99.160,3
,Cc1cc(N2CCCC(NC(=O)Nc3ccc(C(F)(F)F)nc3)C2)n(C)n1,Z1889202622,1186474-R-012,A06,382.383,2.737,2,75.080,4
,Cc1cccc(C)c1NC(=O)CNC(=O)C1CCCN1C(=O)Cc1ccccc1,Z825900412,1186474-R-012,A07,393.479,2.071,2,78.510,6
,O=C(c1cnc2sccn2c1=O)N1Cc2ccccc2C(c2ccccc2)C1,Z289548248,1186474-R-012,A08,387.454,2.784,0,52.980,2
,CCOc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(Oc4ccc(C)cc4)cc3)CC2)cc1,Z246959912,1186474-R-012,A09,488.575,4.645,1,77.100,9
,O=C(NC1CC1)c1cccnc1Nc1cccc(F)c1,Z454412446,1186474-R-012,A10,271.290,3.776,2,54.020,4
,Nc1ccn2ncc(C(=O)NC3(C4CCCCO4)CCC3)c2c1,Z3133743645,1186474-R-012,A11,314.382,1.343,2,81.650,3
,O=C(Cc1ccc2cn[nH]c2c1)NC1CCC1,Z1951924947,1186474-R-012,B02,229.278,1.086,2,57.780,3
,COc1ccc(NC(=O)N2CCS(=O)(=O)CC2)c(C)n1,Z1417698067,1186474-R-012,B03,299.346,0.104,1,88.600,2
,CN1CCOC(CN(CC2CC2)C(=O)c2csc(-c3cnn(C)c3)n2)C1,Z1760233252,1186474-R-012,B04,375.488,1.112,0,63.490,6
,Cc1oc(-c2cnn(C)c2)nc1C(=O)N1CCC(CCC(N)=O)CC1,Z1560621247,1186474-R-012,B05,345.396,-0.848,1,107.250,5
,O=C(Nc1c[nH]nc1C1CCCN(C(=O)Nc2nccs2)C1)C1CCCC1,Z1625901064,1186474-R-012,B06,388.487,1.272,3,103.010,4
,COc1ccc(S(=O)(=O)N2CCCC(CC(=O)O)C2)c(Cl)c1,Z2155366410,1186474-R-012,B07,347.814,2.737,1,83.910,4
,COc1ccc(C)cc1S(=O)(=O)NCCc1ccccc1C(=O)O,Z1209466062,1186474-R-012,B08,349.401,2.158,2,92.700,6
,Cn1ccnc1-c1sc(NC(=O)C2CC2c2ccccc2Cl)nc1-c1ccccc1,Z240696286,1186474-R-012,B09,434.941,4.987,1,59.810,5
,COc1ccc(O)c(C(=O)N2CCOCC2c2noc(-c3ccccc3)n2)c1,Z1626871987,1186474-R-012,B10,381.382,2.160,1,97.920,4
,N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cccnc1C1CC1,Z3136990242,1186474-R-012,B11,293.363,1.568,2,68.010,3
,Cc1cscc1C(=O)Nc1c(-c2cnn(C)c2)nc2n1CCCC2,Z2965495458,1186474-R-012,C02,341.431,1.561,1,64.740,3
,COc1ccc(-c2cn(Cc3nccn3C)nn2)cc1OC,Z2984396173,1186474-R-012,C03,299.328,0.865,0,66.990,5
,Cc1cc(N2CCCC(NC(=O)c3cccc4cn[nH]c34)C2)n(C)n1,Z1887027020,1186474-R-012,C04,338.407,2.099,2,78.840,3
,Cn1cc(-c2ncc(C(=O)N3CCCC(CC(N)=O)C3)s2)cn1,Z1319923402,1186474-R-012,C05,333.409,-0.279,1,94.110,4
,NC(=O)c1ncn2c(C(=O)NC3CCCNC3)cc(-c3ccco3)nc12,Z2439910989,1186474-R-012,C06,354.363,1.665,3,127.550,4
,O=C(O)CCN(Cc1ccccc1)C(=O)c1ccc2[nH]ccc2c1,Z1222429187,1186474-R-012,C07,322.358,3.053,2,73.400,6
,Cn1nc(NC(=O)c2ccn(C)c(=O)c2)cc1C(F)(F)F,Z3087209084,1186474-R-012,C08,300.237,0.219,1,67.230,3
,Cc1cccc(Oc2ncccc2NC(=O)c2cc(F)c(F)cc2Cl)c1C,Z739342882,1186474-R-012,C09,388.795,4.640,1,51.220,4
,CCCCS(=O)(=O)N1CCCC(c2n[nH]cc2NC(=O)C2CCCC2)C1,Z1626489547,1186474-R-012,C10,382.521,1.968,2,95.160,6
,COc1cccc2c1CCC2(N)C(=O)Nc1cnn(CC(C)C)c1,Z3102103835,1186474-R-012,C11,328.409,2.138,2,82.170,5
,COC(CNC(=O)c1ccc2[nH]c(C)c(C)c2c1)C(C)C,Z1303253346,1186474-R-012,D02,288.385,3.430,2,54.120,5
,Cc1cc(N2CCCC(NC(=O)c3nccn4ccnc34)C2)n(C)n1,Z1885363791,1186474-R-012,D03,339.395,1.315,1,80.350,3
,Nc1nccc(C2CCCN(C(=O)c3coc(C4CCCC4)n3)C2)n1,Z2075898140,1186474-R-012,D04,341.408,0.798,1,98.140,3
,Cc1c([C@H]2OCC[C@@H]2NC(=O)c2cnc(N(C)C)cn2)cnn1C,Z1754086386,1186474-R-012,D05,330.385,0.489,1,85.170,4
,Cc1ocnc1C(=O)NCc1cccc(-n2ccc(C(=O)O)n2)c1,Z1956084404,1186474-R-012,D06,326.307,1.589,2,110.250,5
,Cc1cc(C(=O)Nc2ccc(CC(=O)NCC(=O)O)cc2)c(C)s1,Z1444969262,1186474-R-012,D07,346.401,1.781,3,95.500,6
,Cc1cc(C(=O)NCc2cccc(-n3ccc(C(=O)O)n3)c2)on1,Z1956079903,1186474-R-012,D08,326.307,1.942,2,110.250,5
,Cc1ccccc1-c1nc(C(=O)NC(C)(C)C(=O)O)cs1,Z1444211906,1186474-R-012,D09,304.364,3.023,2,79.290,4
,CC(C)c1cc(C(=O)Nc2nc(-c3ccccc3)c(-c3nccn3C)s2)on1,Z1198364789,1186474-R-012,D10,393.462,3.349,1,85.840,5
,Cc1ccc(S(=O)(=O)N2C[C@@H](N)[C@H](c3cn(C)cn3)C2)cc1F,Z3278077700,1186474-R-012,D11,338.400,0.634,1,81.220,2
,Cc1[nH]c2ccc(C(=O)NCC(C3CC3)C3CC3)cc2c1C,Z1266834485,1186474-R-012,E02,296.407,4.336,2,44.890,5
,Cc1cc(N2CCCC(Nc3ncnc4cc(Cl)ccc34)C2=O)n(C)n1,Z1272780465,1186474-R-012,E03,370.836,3.132,1,75.940,3
,Nc1nccc(C2CCCN(C(=O)c3csc(C4CC4)n3)C2)n1,Z2075879758,1186474-R-012,E04,329.420,0.563,1,85.000,3
,Cn1cc(-c2ncc(C(=O)N3CCC(c4ccn[nH]4)CC3)s2)cn1,Z1240432034,1186474-R-012,E05,342.419,0.325,1,79.700,3
,O=C(CCc1cccc(Cl)c1)Nc1ccc(O)cc1,Z943690228,1186474-R-012,E06,275.730,3.304,2,49.330,4
,Cc1ccoc1C(=O)Nc1ccc(CC(=O)NCC(=O)O)cc1,Z1444974870,1186474-R-012,E07,316.309,0.620,3,108.640,6
,Cn1cc(-c2cn(Cc3cc(C(F)(F)F)nn3C)nn2)cn1,Z2984498484,1186474-R-012,E08,311.266,0.692,0,66.350,4
,COc1ccc(C)cc1NC(=O)CNc1ccc2nc(C(C)C)sc2c1,Z883416898,1186474-R-012,E09,369.481,4.527,2,63.250,6
,CC(C)c1ccccc1C(=O)NC[C@@]12CNC[C@]1(C(F)(F)F)C2,Z3140269765,1186474-R-012,E10,326.357,2.055,2,41.130,5
,Cc1ccnn1CC(=O)N[C@@H]1Cc2ccccc2[C@H]1N,Z3136990485,1186474-R-012,E11,270.330,1.024,2,72.940,3
,CCCOc1ccc(CN2CCc3c(ncn3CC)C23CCOCC3)cc1OC,Z3062188007,1186474-R-012,F02,399.526,2.481,0,48.750,7
,Cc1nnc(-c2ccc(C(=O)N3CCCC(c4ccnc(N)n4)C3)cc2)[nH]1,Z2075886226,1186474-R-012,F03,363.416,0.320,2,113.680,3
,Cc1cc(N2CCCC(NC(=O)c3cnc4[nH]nnc4c3)C2)n(C)n1,Z1887012838,1186474-R-012,F04,340.383,0.763,2,104.620,3
,Cc1c(C(=O)N2CCCC(c3ccnc(N)n3)C2)cnn1C1CCCCC1,Z2075887188,1186474-R-012,F05,368.476,1.595,1,89.930,3
,CC(C)(O)C1CCCN1C(=O)Nc1cnc(-c2ccccc2)nc1,Z1561081194,1186474-R-012,F06,326.393,2.502,2,78.350,3
,COc1cccc(C(CC(=O)O)NC(=O)c2ccncc2Cl)c1,Z1869626509,1186474-R-012,F07,334.754,1.494,2,88.520,6
,Cc1ncoc1-c1noc(Cc2ccn(CC(F)(F)F)n2)n1,Z2997210574,1186474-R-012,F08,313.235,-0.211,0,82.770,5
,COc1ncccc1NC(=O)c1cc(C)n(C2CC2)c1C,Z437339598,1186474-R-012,F09,285.341,2.648,1,56.150,4
,COc1cccc2c1CCC2(N)C(=O)NCc1ccc[nH]c1=O,Z3133157701,1186474-R-012,F10,313.351,-0.372,3,93.450,4
,O=C(CCc1ccc(F)cc1)Nc1ccc(F)c(C(=O)O)c1,Z364317810,1186474-R-012,F11,305.276,3.341,2,66.400,5
,C[C@@H](NC(=O)CN1C(=O)NC2(CCCCC2)C1=O)c1ccc(Cl)cc1Cl,Z1889498937,1186474-R-012,G02,398.284,3.879,2,78.510,4
,Cc1nc2cc(F)cc(C(=O)N3CCCC(c4cc(C(N)=O)[nH]n4)C3)c2nc1C,Z1269679189,1186474-R-012,G03,396.418,1.388,2,117.860,3
,COc1nc(C)cc(N2CCCC(c3n[nH]cc3NC(C)=O)C2)n1,Z1679885661,1186474-R-012,G04,330.385,1.040,2,96.030,4
,Nc1nccc(C2CCCN(C(=O)c3ccnc(C4CC4)c3)C2)n1,Z2075871062,1186474-R-012,G05,323.392,0.734,1,85.000,3
,O=C(O)CCN(CC1CCCO1)C(=O)c1cnc2ccccn12,Z2755321409,1186474-R-012,G06,317.340,1.212,1,84.140,6
,COc1ccc(S(=O)(=O)N2CC(C(=O)O)CCC2C)cc1Cl,Z2357398815,1186474-R-012,G07,347.814,2.960,1,83.910,3
,Cc1ccc(C(=O)N2CCC(NC(=O)COc3ccc(-c4ccccc4)cc3)CC2)cc1,Z1069533426,1186474-R-012,G08,428.523,3.686,1,58.640,6
,Cc1nc2ccc(NC(C)C(=O)Nc3ccc(Cl)cc3)cc2s1,Z44537208,1186474-R-012,G09,345.846,4.894,2,54.020,4
,Cc1cc(C)c(C(=O)NC[C@@]23CNC[C@]2(C(F)(F)F)C3)c(C)c1,Z3140274565,1186474-R-012,G10,326.357,2.085,2,41.130,4
,COc1cccc2c1CCC2(N)C(=O)Nc1cnn(C2CCC2)c1,Z3137316149,1186474-R-012,G11,326.393,1.594,2,82.170,4
,COc1ccc(-c2cn(Cc3ncnn3C)nn2)cc1OC,Z2984415626,1186474-R-012,H02,300.316,0.135,0,79.880,5
,Cc1cc(N2CCCC(NC(=O)c3cnn(C(C)C)c3)C2)n(C)n1,Z1883089104,1186474-R-012,H03,330.428,1.342,1,67.980,4
,Cc1cc(C2CCCN(C(=O)c3cnc(-c4cnn(C)c4)s3)C2)[nH]n1,Z2013172104,1186474-R-012,H04,356.445,0.974,1,79.700,3
,Cn1cc([C@H]2OCCC[C@@H]2NC(=O)Nc2ccc(N3CCOCC3)nc2)cn1,Z1755673400,1186474-R-012,H05,386.448,0.650,2,93.540,4
,Cc1nc(C2CCCN(S(=O)(=O)C3CC3)C2)[nH]c1C(=O)O,Z3216017023,1186474-R-012,H06,313.373,0.467,2,103.360,3
,Cc1ccc(CC(=O)Nc2cccc(-n3ccc(C(=O)O)n3)c2)cn1,Z1445065792,1186474-R-012,H07,336.345,2.020,2,97.110,5
,CCCOc1ccc(OCC(=O)NC2CCN(C(=O)c3ccc(C)cc3)CC2)cc1,Z1069532424,1186474-R-012,H08,410.506,2.945,1,67.870,8
,CC(C)c1nc2ccc(NCC(=O)Nc3ccc(S(C)(=O)=O)cc3)cc2s1,Z883416418,1186474-R-012,H09,403.518,3.545,2,88.160,6
,N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1ocnc1C1CC1,Z3136990204,1186474-R-012,H10,283.325,0.514,2,81.150,3
,O=C(O)CN(Cc1ccc(Cl)cc1)C(=O)Cc1ccc(O)cc1,Z1603330272,1186474-R-012,H11,333.766,2.938,2,77.840,6
,CN(C)c1ccccc1CNC(=O)c1ccnc(N2CCOCC2)n1,Z2702213618,1186474-R-013,A02,341.408,1.999,1,70.590,5
,COc1ccc(C(NC(=O)C2CCCc3ccccc32)C(=O)O)cc1,Z1603598600,1186474-R-013,A03,339.385,3.307,2,75.630,5
,O=C(O)CNC(=O)Cc1ccc(NC(=O)C2CCc3ccccc32)cc1,Z1444972135,1186474-R-013,A04,352.384,1.748,3,95.500,6
,O=C(NC1CCN(CC(F)(F)F)C1=O)N1CCC(c2cccnc2)CC1,Z1564738520,1186474-R-013,A05,370.369,1.576,1,65.540,4
,Cc1c(F)cccc1S(=O)(=O)N1CCCCC1CC(=O)O,Z2437905981,1186474-R-013,A06,315.360,3.001,1,74.680,3
,CCc1cc(C(=O)N2CCC(c3nc(-c4ccccc4)n[nH]3)CC2)cc(=O)[nH]1,Z1616262155,1186474-R-013,A07,377.440,1.459,2,90.980,4
,CCNC(=O)c1cccc(CNC(=O)NCc2ccc(-n3ccnc3)c(F)c2)c1,Z826479812,1186474-R-013,A08,395.430,2.230,3,88.050,7
,O=C(NCCc1ccc2c(c1)OCCO2)c1cccc(-n2ccnn2)c1,Z1517039071,1186474-R-013,A09,350.371,2.920,1,78.270,5
,Cc1nc(C(=O)Nc2cnn(Cc3nnc4n3CCCC4)c2)c(C)s1,Z1893059096,1186474-R-013,A10,357.433,0.784,1,90.520,4
,O=C(O)c1cccc(C(=O)N2CCOCC2c2nc[nH]n2)c1,Z2607709072,1186474-R-013,A11,302.285,0.349,2,108.410,3
,Cc1nc(-c2cccc(NC(=O)C3CCN(c4cnccn4)CC3)c2)n[nH]1,Z757878698,1186474-R-013,B02,363.416,1.231,2,99.690,4
,CN(C)c1ccc(C(=O)Nc2ccn(C(C)(C)C(=O)O)n2)cn1,Z2607785092,1186474-R-013,B03,317.343,1.092,2,100.350,5
,CCn1cc(C(=O)NC(Cc2ccncc2)C(=O)O)cn1,Z2504203823,1186474-R-013,B04,288.302,-0.048,2,97.110,6
,Cc1cc(C(=O)N(C)Cc2ccc(OCC(=O)O)cc2)nn1C,Z1728512438,1186474-R-013,B05,317.340,0.675,1,84.660,6
,O=C(O)CC1CCCCN1S(=O)(=O)c1cccc(Cl)c1,Z728867246,1186474-R-013,B06,317.788,3.072,1,74.680,3
,Cc1nnsc1C(=O)N1C[C@H](c2ccccc2)[C@@H](C(=O)O)C1,Z2446617535,1186474-R-013,B07,317.363,0.628,1,83.390,3
,CCNC(=O)c1cccc(CNC(=O)c2ccc3c(c2)CCC(=O)N3)c1,Z424669648,1186474-R-013,B08,351.399,1.525,3,87.300,5
,CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1c(F)ccc(OC)c1F)C2,Z2762371091,1186474-R-013,B09,354.349,1.463,1,67.870,3
,Cc1nccc(N[C@@H]2COCC[C@@H]2NC(=O)c2ccc3[nH]ccc3c2)n1,Z3014016486,1186474-R-013,B10,351.402,1.728,3,91.930,4
,Cc1nccc(N[C@@H]2COCC[C@@H]2NC(=O)C2Cc3ccccc3C2)n1,Z3014016543,1186474-R-013,B11,352.430,1.823,2,76.140,4
,O=C(O)CNC(=O)Cc1ccc(NC(=O)C2CCOc3ccccc32)cc1,Z1444973847,1186474-R-013,C02,368.383,1.198,3,104.730,6
,Cc1cscc1NC(=O)N1CCCS(=O)(=O)CC1C1CC1,Z2949831234,1186474-R-013,C03,328.450,0.189,1,66.480,2
,O=C(Cn1nc(C(F)(F)F)c2c1CCCC2)NCc1nnc[nH]1,Z2950047952,1186474-R-013,C04,328.293,0.364,2,88.490,5
,O=C(O)c1ccccc1C1CCN(C(=O)c2ccc(Cl)s2)CC1,Z1785644979,1186474-R-013,C05,349.832,2.385,1,57.610,3
,C[C@@H](NC(=O)c1nccc2ccccc12)C(=O)O,Z844454862,1186474-R-013,C06,244.246,1.734,2,79.290,3
,CCC(NC(=O)c1cc(C)sn1)(C(=O)O)c1ccc(Cl)cc1,Z2910888092,1186474-R-013,C07,338.809,3.463,2,79.290,5
,CC(O)(CN1CCC(Oc2ccc(F)cc2F)CC1)C(=O)O,Z2482914682,1186474-R-013,C08,315.312,-0.706,2,70.000,5
,CCc1nnc([C@H]2CCCN(C(=O)c3cc(C)nc(O)c3)[C@H]2C)o1,Z2392402635,1186474-R-013,C09,330.382,0.664,1,92.350,3
,Cc1nccc(N[C@@H]2COCC[C@@H]2NC(=O)c2cccc3[nH]ccc23)n1,Z3014016464,1186474-R-013,C10,351.402,1.728,3,91.930,4
,Cn1nc(C(=O)N[C@H]2CCOC[C@H]2Nc2ccncn2)c2ccccc21,Z2766232756,1186474-R-013,C11,352.390,0.970,2,93.960,4
,O=C(O)c1sccc1CN1CCn2c(nnc2C(F)(F)F)C1,Z1238581284,1186474-R-013,D02,332.302,0.799,1,71.250,4
,CCC(NC(=O)c1ccc(C(=O)O)nc1)c1csc(C)c1,Z2489609185,1186474-R-013,D03,304.364,3.380,2,79.290,5
,CN(C)C(=O)CCNC(=O)NCC1CCCN(Cc2ccccc2)C1,Z903264724,1186474-R-013,D04,346.467,1.817,2,64.680,7
,Cc1scc(C(=O)Nc2ccc(OC(C)C(=O)O)c(F)c2)c1C,Z2755518105,1186474-R-013,D05,337.366,2.784,2,75.630,5
,Cc1cc(OCC(=O)O)ccc1NC(=O)c1cscn1,Z1445130848,1186474-R-013,D06,292.310,1.183,2,88.520,5
,COCC1COCCN1Cc1csc(-c2cccc(C(=O)O)c2)n1,Z2996705628,1186474-R-013,D07,348.417,0.002,1,71.890,6
,CCNC(=O)c1cccc(CNC(=O)c2ccc3c(c2)CCCC(=O)N3)c1,Z424667362,1186474-R-013,D08,365.426,1.934,3,87.300,5
,COCc1n[nH]c([C@H]2CN(C(=O)c3cccc(C#N)c3)C[C@@H]2C2CC2)n1,Z2766497807,1186474-R-013,D09,351.402,0.425,1,94.900,5
,Cc1nc(C2CN(C(=O)c3ccc(F)cn3)CCO2)no1,Z1651860024,1186474-R-013,D10,292.266,-0.970,0,81.350,2
,CCc1noc(CC)c1CNC(=O)C1NCCOc2ccccc21,Z3102370622,1186474-R-013,D11,329.394,1.819,2,76.390,5
,CC(=O)NC1CCCN(C(C(=O)O)c2cccc(Cl)c2Cl)C1,Z2482883724,1186474-R-013,E02,345.221,1.068,2,69.640,4
,CC(C)Cn1cc(C(=O)Nc2cn(C)nc2-c2ccco2)cn1,Z2718888835,1186474-R-013,E03,313.354,1.343,1,77.880,5
,O=C(NCc1cccc(N2CCOCC2)n1)c1ccsc1,Z1726964274,1186474-R-013,E04,303.379,1.175,1,54.460,4
,CCC(CC)(CNC(=O)C1CCC=CCC1)C(=O)O,Z2792811555,1186474-R-013,E05,267.364,2.889,2,66.400,6
,Cc1cc(F)ccc1C(=O)NC(C)C(Cc1ccccc1)C(=O)O,Z2296056871,1186474-R-013,E06,329.365,3.411,2,66.400,6
,O=C(O)c1cc(NC(=O)C2CC=CCC2)ccc1Cl,Z364357960,1186474-R-013,E07,279.719,2.978,2,66.400,3
,COc1cccc(C(C)(CC(=O)O)NC(=O)c2ccnnc2)c1,Z2296066644,1186474-R-013,E08,315.324,1.102,2,101.410,6
,O=C(c1ccsn1)N1C2CCC1CC(O)(Cc1ccc(F)cc1F)C2,Z2271360207,1186474-R-013,E09,364.410,1.371,1,53.430,3
,COc1ccc2[nH]cc(C3CCN(C(=O)c4ccoc4Cl)CC3)c2c1,Z1874821518,1186474-R-013,E10,358.819,3.184,1,58.470,3
,COc1cc(C(=O)NC(CC(=O)O)c2cccs2)ccn1,Z647310108,1186474-R-013,E11,306.337,2.065,2,88.520,6
,Cc1nc(CNC(=O)CN2CCCCCCC2=O)sc1C(=O)O,Z1624115723,1186474-R-013,F02,339.410,1.330,2,99.600,5
,COCCC(=O)N1CCC(NC(=O)c2cnc(C(=O)O)cn2)CC1,Z1991715258,1186474-R-013,F03,336.343,-0.815,2,121.720,6
,Cc1nn2cccnc2c1C(=O)N1CCC(Nc2cccnn2)CC1,Z1139265746,1186474-R-013,F04,337.379,-0.347,1,88.310,3
,Cc1cccc(S(=O)(=O)N2CCOC(C(=O)O)C2)c1F,Z2285166242,1186474-R-013,F05,303.307,1.527,1,83.910,2
,COc1cccc(C(C(=O)O)N2CCC(c3nc(C)no3)CC2)c1,Z2790691622,1186474-R-013,F06,331.366,-0.662,1,88.690,5
,Cn1cc(C(=O)N(CC(=O)O)Cc2ccc(Cl)cc2)cn1,Z929593554,1186474-R-013,F07,307.732,1.868,1,75.430,5
,CCOC1CC(NC(=O)c2cccc(C)c2Cl)(C(=O)O)C1(C)C,Z1991888775,1186474-R-013,F08,339.814,2.106,2,75.630,5
,CNC(=O)[C@]12CCOC[C@H]1CN(C(=O)c1ccc(C#N)[nH]1)C2,Z2766522953,1186474-R-013,F09,302.328,-0.145,2,98.220,2
,O=C(O)C1CCCN(S(=O)(=O)c2cccc3ccoc23)C1,Z2300960959,1186474-R-013,F10,309.338,2.300,1,87.820,2
,CCc1cccc(C)c1NS(=O)(=O)c1ccc(C(C)C)cc1,Z45634504,1186474-R-013,F11,317.446,4.414,1,46.170,4
,CC(=O)NC1CCCN(C(C(=O)O)c2ccccc2C(F)(F)F)C1,Z2482883678,1186474-R-013,G02,344.329,0.645,2,69.640,5
,CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)Cc2c[nH]c3cc(Cl)ccc23)C1,Z1754145775,1186474-R-013,G03,374.821,0.555,1,84.250,4
,Cn1cc(C(=O)NCC2CCN(C(=O)C3(C(=O)O)CCC3)CC2)cn1,Z2460732886,1186474-R-013,G04,348.397,0.035,2,104.530,5
,CC(Oc1ccc(NC(=O)c2ncoc2C(C)C)cc1F)C(=O)O,Z2755519111,1186474-R-013,G05,336.315,1.591,2,101.660,6
,Cc1sc(C(=O)O)cc1CN1CCN(S(C)(=O)=O)[C@H](C)C1,Z2569704865,1186474-R-013,G06,332.439,0.095,1,77.920,3
,CCc1ccc(C(=O)Nc2ccc([C@@H]3C[C@H]3C(=O)O)cc2)s1,Z2755633109,1186474-R-013,G07,315.387,3.322,2,66.400,5
,COc1cccc(C2CN(Cc3cncc(C(=O)O)c3)CCO2)c1,Z2996613526,1186474-R-013,G08,328.362,-0.247,1,71.890,5
,CO[C@@H]1C[C@@H](c2nc(C3CC3)n[nH]2)N(C(=O)c2cc(Cl)cn2C)C1,Z2055793421,1186474-R-013,G09,349.815,1.263,1,76.040,4
,O=C(N[C@H]1CCOC[C@H]1Nc1ccncn1)c1cncc(Cl)c1,Z2766231223,1186474-R-013,G10,333.773,1.086,2,89.030,4
